GameID,PlayerKey,PlayerGame,Position,GameDist,CumulativeDist,StadiumType,FieldType,Weather,InjurySeverity
30953-20,30953,20,LB,549.42,33242.87,Unknown,Natural,Clear,0
30953-21,30953,21,LB,753.31,33996.18,Outdoor,Natural,Cloudy,0
30953-3,30953,3,LB,1875.53,7410.82,Unknown,Natural,Clear,0
30953-4,30953,4,LB,1423.91,8834.73,Outdoor,Natural,Clear,0
30953-5,30953,5,LB,2139.27,10974.0,Unknown,Synthetic,PartlyCloudy,0
30953-6,30953,6,LB,2236.79,13210.79,Outdoor,Natural,Clear,0
30953-7,30953,7,LB,2343.99,15554.78,Outdoor,Natural,Cloudy,0
30953-8,30953,8,LB,2098.89,17653.67,Outdoor,Natural,Clear,0
30953-9,30953,9,LB,1525.37,19179.04,Indoor,Synthetic,Unknown,0
31070-1,31070,1,RB,1759.91,1759.91,Outdoor,Natural,Clear,0
31070-2,31070,2,RB,2386.96,4146.87,Outdoor,Natural,Cloudy,0
31070-3,31070,3,RB,287.05,4433.92,Outdoor,Natural,Clear,4
31070-4,31070,4,RB,1408.76,5842.68,Outdoor,Natural,Cloudy,0
31070-5,31070,5,RB,618.85,6461.53,Outdoor,Natural,Cloudy,0
31070-6,31070,6,RB,1059.06,7520.59,Indoor,Synthetic,Unknown,0
31070-7,31070,7,RB,1080.03,8600.619999999999,Outdoor,Natural,Cloudy,0
31070-8,31070,8,RB,1538.85,10139.47,Outdoor,Natural,Clear,0
31070-9,31070,9,RB,1233.61,11373.08,Outdoor,Natural,Clear,0
31266-1,31266,1,DL,1174.55,1174.55,Outdoor,Natural,Clear,0
31266-10,31266,10,DL,1100.63,11329.62,Outdoor,Natural,Clear,0
31266-11,31266,11,DL,1291.21,12620.83,Outdoor,Synthetic,PartlyCloudy,0
31266-12,31266,12,DL,1043.07,13663.9,Outdoor,Natural,Cloudy,0
31266-13,31266,13,DL,1590.84,15254.74,Outdoor,Natural,Clear,0
31266-14,31266,14,DL,1469.62,16724.36,Outdoor,Synthetic,Cloudy,0
31266-15,31266,15,DL,1511.3,18235.66,Outdoor,Natural,Cloudy,0
31266-16,31266,16,DL,965.84,19201.5,Outdoor,Natural,Clear,0
31266-17,31266,17,DL,983.1,20184.6,Outdoor,Natural,Rain,0
31266-18,31266,18,DL,1003.48,21188.08,Outdoor,Synthetic,Clear,0
31266-19,31266,19,DL,1076.49,22264.57,Outdoor,Natural,PartlyCloudy,0
31266-2,31266,2,DL,1051.9,2226.45,Unknown,Natural,Cloudy,0
31266-20,31266,20,DL,1405.29,23669.86,Outdoor,Synthetic,Clear,0
31266-21,31266,21,DL,1184.3,24854.16,Outdoor,Natural,PartlyCloudy,0
31266-22,31266,22,DL,1117.46,25971.62,Unknown,Synthetic,Cloudy,0
31266-23,31266,23,DL,1059.02,27030.64,Outdoor,Natural,PartlyCloudy,0
31266-24,31266,24,DL,948.82,27979.46,Outdoor,Natural,Cloudy,0
31266-25,31266,25,DL,1370.9,29350.36,Indoor,Synthetic,Cloudy,0
31266-26,31266,26,DL,1149.32,30499.68,Outdoor,Natural,PartlyCloudy,0
31266-27,31266,27,DL,1267.47,31767.15,Outdoor,Natural,PartlyCloudy,0
31266-28,31266,28,DL,827.72,32594.87,Indoor,Synthetic,Indoor,0
31266-29,31266,29,DL,823.4200000000001,33418.29,Outdoor,Natural,Clear,0
31266-3,31266,3,DL,1229.7,3456.15,Outdoor,Synthetic,Clear,0
31266-30,31266,30,DL,881.1,34299.39,Outdoor,Synthetic,Cloudy,0
31266-4,31266,4,DL,1160.55,4616.7,Outdoor,Natural,Unknown,0
31266-5,31266,5,DL,1011.12,5627.82,Outdoor,Natural,PartlyCloudy,0
31266-6,31266,6,DL,1082.54,6710.360000000001,Indoor,Synthetic,Indoor,0
31266-7,31266,7,DL,1243.02,7953.38,Outdoor,Natural,PartlyCloudy,0
31266-8,31266,8,DL,1175.5,9128.88,Outdoor,Natural,PartlyCloudy,0
31266-9,31266,9,DL,1100.11,10228.99,Outdoor,Natural,Unknown,0
31933-1,31933,1,TE,1131.69,1131.69,Outdoor,Natural,Clear,0
31933-10,31933,10,TE,2714.4,18526.47,Indoor,Synthetic,Clear,0
31933-11,31933,11,TE,2096.66,20623.13,Outdoor,Natural,Clear,0
31933-12,31933,12,TE,2391.49,23014.62,Outdoor,Synthetic,Unknown,0
31933-13,31933,13,TE,1928.71,24943.33,Unknown,Natural,PartlyCloudy,0
31933-14,31933,14,TE,1788.06,26731.39,Outdoor,Natural,Cloudy,0
31933-15,31933,15,TE,2565.05,29296.44,Outdoor,Natural,Cloudy,0
31933-16,31933,16,TE,1998.7,31295.14,Unknown,Synthetic,PartlyCloudy,0
31933-17,31933,17,TE,2332.39,33627.53,Indoor,Natural,Indoor,0
31933-18,31933,18,TE,981.36,34608.89,Outdoor,Natural,Cloudy,0
31933-19,31933,19,TE,1258.67,35867.56,Outdoor,Natural,Rain,0
31933-2,31933,2,TE,1886.44,3018.13,Outdoor,Natural,Cloudy,0
31933-20,31933,20,TE,1009.45,36877.01,Indoor,Synthetic,PartlyCloudy,1
31933-21,31933,21,TE,1333.0,38210.01,Outdoor,Natural,Cloudy,0
31933-22,31933,22,TE,1149.9,39359.91,Outdoor,Natural,Clear,0
31933-23,31933,23,TE,1139.76,40499.67,Unknown,Synthetic,Cloudy,0
31933-24,31933,24,TE,1414.05,41913.72,Outdoor,Natural,Clear,0
31933-25,31933,25,TE,1148.57,43062.29,Outdoor,Natural,Clear,0
31933-26,31933,26,TE,1249.38,44311.67,Outdoor,Natural,Cloudy,0
31933-27,31933,27,TE,945.02,45256.69,Indoor,Synthetic,Unknown,0
31933-28,31933,28,TE,877.0600000000001,46133.75,Outdoor,Natural,Cloudy,0
31933-29,31933,29,TE,2400.26,48534.01,Outdoor,Natural,Cloudy,0
31933-3,31933,3,TE,2348.14,5366.27,Outdoor,Natural,Clear,0
31933-30,31933,30,TE,1201.09,49735.1,Outdoor,Natural,PartlyCloudy,0
31933-4,31933,4,TE,1019.29,6385.5599999999995,Outdoor,Natural,Clear,0
31933-5,31933,5,TE,1745.34,8130.9,Outdoor,Natural,Cloudy,0
31933-6,31933,6,TE,1118.4,9249.3,Outdoor,Natural,Cloudy,0
31933-7,31933,7,TE,2253.15,11502.45,Outdoor,Natural,Rain,0
31933-8,31933,8,TE,1896.3,13398.75,Outdoor,Synthetic,Rain,0
31933-9,31933,9,TE,2413.32,15812.07,Outdoor,Natural,Cloudy,0
32103-1,32103,1,TE,2610.6,2610.6,Outdoor,Natural,Clear,0
32103-10,32103,10,TE,1840.49,21402.16,Outdoor,Natural,Cloudy,0
32103-11,32103,11,TE,2036.07,23438.23,Outdoor,Synthetic,Clear,0
32103-12,32103,12,TE,2037.68,25475.91,Outdoor,Natural,Clear,0
32103-13,32103,13,TE,2581.61,28057.52,Indoor,Natural,Unknown,0
32103-14,32103,14,TE,1998.11,30055.63,Outdoor,Natural,Clear,0
32103-15,32103,15,TE,2420.17,32475.8,Outdoor,Natural,Cloudy,0
32103-16,32103,16,TE,1674.05,34149.85,Outdoor,Natural,Clear,0
32103-17,32103,17,TE,1425.76,35575.61,Outdoor,Natural,Rain,0
32103-2,32103,2,TE,2527.26,5137.860000000001,Outdoor,Natural,PartlyCloudy,0
32103-3,32103,3,TE,2672.98,7810.84,Outdoor,Natural,Clear,0
32103-4,32103,4,TE,1298.43,9109.27,Unknown,Synthetic,Clear,0
32103-5,32103,5,TE,1876.2,10985.47,Outdoor,Natural,PartlyCloudy,0
32103-6,32103,6,TE,2173.54,13159.01,Outdoor,Natural,Clear,0
32103-7,32103,7,TE,1586.13,14745.14,Outdoor,Natural,Clear,0
32103-8,32103,8,TE,1532.99,16278.13,Outdoor,Natural,Cloudy,0
32103-9,32103,9,TE,3283.54,19561.67,Outdoor,Natural,Cloudy,0
33337-1,33337,1,TE,2376.06,2376.06,Outdoor,Natural,Clear,0
33337-10,33337,10,TE,2289.42,17236.11,Outdoor,Natural,PartlyCloudy,0
33337-11,33337,11,TE,2130.24,19366.35,Outdoor,Natural,Clear,0
33337-12,33337,12,TE,1946.37,21312.72,Outdoor,Natural,Clear,0
33337-13,33337,13,TE,1471.7,22784.42,Outdoor,Natural,Clear,0
33337-14,33337,14,TE,2084.28,24868.7,Indoor,Synthetic,Unknown,0
33337-15,33337,15,TE,2170.52,27039.22,Outdoor,Natural,PartlyCloudy,0
33337-16,33337,16,TE,577.22,27616.44,Outdoor,Natural,Cloudy,0
33337-2,33337,2,TE,882.3100000000001,3258.37,Outdoor,Natural,Clear,4
33337-3,33337,3,TE,1026.94,4285.3099999999995,Outdoor,Synthetic,Clear,0
33337-4,33337,4,TE,1860.25,6145.5599999999995,Outdoor,Natural,Clear,0
33337-5,33337,5,TE,2026.94,8172.5,Outdoor,Natural,PartlyCloudy,0
33337-6,33337,6,TE,1793.93,9966.43,Outdoor,Natural,Cloudy,0
33337-7,33337,7,TE,2102.76,12069.19,Indoor,Synthetic,Unknown,0
33337-8,33337,8,TE,583.98,12653.17,Outdoor,Natural,PartlyCloudy,3
33337-9,33337,9,TE,2293.52,14946.69,Outdoor,Natural,Cloudy,0
33474-1,33474,1,S,1986.86,1986.86,Outdoor,Natural,Clear,0
33474-10,33474,10,S,1590.85,19323.46,Outdoor,Synthetic,Cloudy,0
33474-11,33474,11,S,1713.84,21037.3,Outdoor,Natural,Cloudy,0
33474-12,33474,12,S,3091.28,24128.58,Unknown,Synthetic,Cloudy,0
33474-13,33474,13,S,2015.84,26144.42,Outdoor,Natural,PartlyCloudy,0
33474-14,33474,14,S,3580.63,29725.050000000003,Outdoor,Natural,Clear,0
33474-15,33474,15,S,3065.13,32790.18,Outdoor,Natural,Cloudy,0
33474-16,33474,16,S,1474.99,34265.17,Outdoor,Natural,Cloudy,0
33474-17,33474,17,S,2645.32,36910.490000000005,Outdoor,Natural,Rain,0
33474-18,33474,18,S,3716.22,40626.71,Outdoor,Natural,Clear,0
33474-19,33474,19,S,414.81,41041.52,Outdoor,Natural,PartlyCloudy,3
33474-2,33474,2,S,2943.4500000000003,4930.31,Outdoor,Natural,Cloudy,0
33474-20,33474,20,S,1409.77,42451.29,Outdoor,Natural,Clear,0
33474-21,33474,21,S,2487.28,44938.57,Indoor,Synthetic,Indoor,0
33474-22,33474,22,S,3094.64,48033.21,Outdoor,Natural,Clear,0
33474-23,33474,23,S,2331.38,50364.59,Outdoor,Natural,Cloudy,0
33474-24,33474,24,S,4378.18,54742.77,Indoor,Synthetic,Unknown,0
33474-25,33474,25,S,3299.95,58042.72,Outdoor,Natural,Cloudy,0
33474-26,33474,26,S,2888.47,60931.19,Outdoor,Natural,Clear,0
33474-27,33474,27,S,1952.56,62883.75,Outdoor,Natural,Clear,0
33474-3,33474,3,S,2484.12,7414.43,Outdoor,Natural,Rain,0
33474-4,33474,4,S,938.99,8353.42,Outdoor,Natural,Cloudy,0
33474-5,33474,5,S,2798.69,11152.11,Outdoor,Natural,Cloudy,0
33474-6,33474,6,S,1865.45,13017.56,Outdoor,Natural,Rain,0
33474-7,33474,7,S,1615.68,14633.240000000002,Outdoor,Natural,Cloudy,0
33474-8,33474,8,S,1073.53,15706.77,Outdoor,Synthetic,Clear,0
33474-9,33474,9,S,2025.84,17732.61,Outdoor,Natural,Clear,0
34214-1,34214,1,CB,2481.73,2481.73,Outdoor,Natural,PartlyCloudy,0
34214-10,34214,10,CB,1892.06,22698.27,Outdoor,Natural,PartlyCloudy,0
34214-11,34214,11,CB,180.3,22878.57,Outdoor,Natural,Cloudy,0
34214-12,34214,12,CB,1619.65,24498.22,Outdoor,Natural,Clear,0
34214-13,34214,13,CB,1889.46,26387.68,Indoor,Synthetic,Cloudy,0
34214-14,34214,14,CB,2822.36,29210.04,Outdoor,Natural,Cloudy,0
34214-15,34214,15,CB,544.16,29754.2,Outdoor,Natural,Cloudy,0
34214-16,34214,16,CB,2955.98,32710.18,Outdoor,Natural,Clear,0
34214-17,34214,17,CB,1559.01,34269.19,Outdoor,Natural,Clear,0
34214-18,34214,18,CB,1774.6,36043.79,Outdoor,Natural,Clear,0
34214-19,34214,19,CB,1074.12,37117.91,Indoor,Synthetic,Indoor,0
34214-2,34214,2,CB,2786.92,5268.65,Outdoor,Natural,PartlyCloudy,0
34214-20,34214,20,CB,2604.23,39722.14,Outdoor,Natural,Cloudy,0
34214-21,34214,21,CB,2615.84,42337.98,Outdoor,Natural,Cloudy,0
34214-22,34214,22,CB,1442.65,43780.630000000005,Indoor,Natural,Clear,0
34214-23,34214,23,CB,1905.15,45685.78,Outdoor,Natural,Clear,0
34214-3,34214,3,CB,1721.78,6990.43,Outdoor,Synthetic,Clear,0
34214-4,34214,4,CB,1979.85,8970.28,Outdoor,Natural,PartlyCloudy,0
34214-5,34214,5,CB,2179.02,11149.3,Outdoor,Natural,Clear,0
34214-6,34214,6,CB,1981.15,13130.45,Unknown,Natural,Clear,0
34214-7,34214,7,CB,2690.99,15821.44,Outdoor,Natural,Clear,0
34214-8,34214,8,CB,2827.7000000000003,18649.14,Outdoor,Natural,Cloudy,0
34214-9,34214,9,CB,2157.07,20806.21,Outdoor,Natural,PartlyCloudy,0
34230-1,34230,1,WR,3578.61,3578.61,Outdoor,Natural,Clear,0
34230-10,34230,10,WR,2645.31,25100.47,Outdoor,Natural,Clear,0
34230-11,34230,11,WR,2394.95,27495.42,Outdoor,Natural,Clear,0
34230-12,34230,12,WR,2652.35,30147.77,Outdoor,Natural,Cloudy,0
34230-13,34230,13,WR,3056.59,33204.36,Outdoor,Natural,Cloudy,0
34230-14,34230,14,WR,2521.59,35725.95,Outdoor,Natural,PartlyCloudy,0
34230-15,34230,15,WR,1040.18,36766.13,Outdoor,Natural,Clear,0
34230-16,34230,16,WR,3228.49,39994.62,Outdoor,Natural,Clear,0
34230-17,34230,17,WR,2489.03,42483.65,Outdoor,Natural,Clear,0
34230-18,34230,18,WR,2198.32,44681.97,Outdoor,Natural,PartlyCloudy,0
34230-19,34230,19,WR,3733.51,48415.48,Outdoor,Natural,PartlyCloudy,0
34230-2,34230,2,WR,301.75,3880.36,Outdoor,Synthetic,Clear,0
34230-20,34230,20,WR,1962.74,50378.22,Unknown,Natural,Clear,0
34230-21,34230,21,WR,2718.03,53096.25,Outdoor,Natural,Cloudy,0
34230-22,34230,22,WR,2340.88,55437.130000000005,Outdoor,Natural,Clear,0
34230-23,34230,23,WR,1773.22,57210.35,Outdoor,Natural,Clear,0
34230-24,34230,24,WR,1662.2,58872.55,Outdoor,Natural,Cloudy,0
34230-25,34230,25,WR,2225.27,61097.82,Outdoor,Natural,PartlyCloudy,0
34230-26,34230,26,WR,2967.81,64065.630000000005,Outdoor,Natural,Clear,0
34230-27,34230,27,WR,2666.17,66731.8,Outdoor,Natural,PartlyCloudy,0
34230-28,34230,28,WR,2636.91,69368.71,Outdoor,Synthetic,Cloudy,0
34230-29,34230,29,WR,2393.04,71761.75,Outdoor,Natural,Rain,0
34230-3,34230,3,WR,3459.42,7339.780000000001,Outdoor,Natural,Clear,0
34230-30,34230,30,WR,2530.42,74292.17,Outdoor,Natural,Clear,0
34230-4,34230,4,WR,2145.16,9484.94,Outdoor,Natural,Cloudy,0
34230-5,34230,5,WR,2466.57,11951.51,Indoor,Synthetic,Unknown,0
34230-6,34230,6,WR,2817.1,14768.61,Indoor,Synthetic,Indoor,0
34230-7,34230,7,WR,2870.43,17639.04,Outdoor,Natural,Rain,0
34230-8,34230,8,WR,2227.28,19866.32,Outdoor,Natural,Cloudy,0
34230-9,34230,9,WR,2588.84,22455.16,Outdoor,Natural,Rain,0
34243-1,34243,1,WR,1838.75,1838.75,Outdoor,Natural,Clear,0
34243-10,34243,10,WR,2561.55,22796.68,Outdoor,Natural,Cloudy,0
34243-11,34243,11,WR,1806.32,24603.0,Indoor,Synthetic,Unknown,0
34243-12,34243,12,WR,2594.19,27197.19,Outdoor,Natural,Cloudy,0
34243-13,34243,13,WR,1789.72,28986.91,Outdoor,Natural,Clear,0
34243-14,34243,14,WR,1250.29,30237.2,Outdoor,Natural,Clear,0
34243-15,34243,15,WR,1207.58,31444.78,Indoor,Synthetic,PartlyCloudy,0
34243-16,34243,16,WR,1869.93,33314.71,Outdoor,Natural,Cloudy,0
34243-17,34243,17,WR,2323.15,35637.86,Outdoor,Natural,Cloudy,0
34243-18,34243,18,WR,1923.58,37561.44,Outdoor,Natural,Cloudy,0
34243-19,34243,19,WR,1737.09,39298.53,Outdoor,Synthetic,Clear,0
34243-2,34243,2,WR,1782.76,3621.51,Outdoor,Natural,Clear,0
34243-20,34243,20,WR,2196.96,41495.49,Outdoor,Natural,Clear,0
34243-21,34243,21,WR,2876.13,44371.62,Outdoor,Synthetic,Rain,0
34243-22,34243,22,WR,1564.83,45936.45,Outdoor,Natural,Clear,0
34243-23,34243,23,WR,2453.96,48390.41,Outdoor,Natural,Clear,0
34243-24,34243,24,WR,2603.25,50993.66,Unknown,Synthetic,Cloudy,0
34243-25,34243,25,WR,2036.88,53030.54,Outdoor,Natural,Cloudy,0
34243-26,34243,26,WR,1648.27,54678.81,Indoor,Synthetic,Unknown,0
34243-3,34243,3,WR,2127.11,5748.62,Indoor,Synthetic,Indoor,0
34243-4,34243,4,WR,1966.69,7715.31,Outdoor,Natural,Cloudy,0
34243-5,34243,5,WR,2752.4700000000003,10467.78,Outdoor,Natural,Clear,0
34243-6,34243,6,WR,2764.86,13232.64,Indoor,Natural,Unknown,0
34243-7,34243,7,WR,2396.27,15628.91,Outdoor,Synthetic,Clear,0
34243-8,34243,8,WR,2339.11,17968.02,Outdoor,Natural,Cloudy,0
34243-9,34243,9,WR,2267.11,20235.13,Indoor,Synthetic,PartlyCloudy,0
34259-1,34259,1,OL,30.11,30.11,Outdoor,Natural,Clear,0
34259-10,34259,10,OL,1212.74,7239.6,Outdoor,Natural,Cloudy,0
34259-11,34259,11,OL,1502.34,8741.94,Unknown,Synthetic,Rain,0
34259-12,34259,12,OL,1223.24,9965.18,Outdoor,Synthetic,PartlyCloudy,0
34259-13,34259,13,OL,1412.53,11377.71,Unknown,Synthetic,Cloudy,0
34259-14,34259,14,OL,32.1,11409.81,Outdoor,Natural,Cloudy,0
34259-15,34259,15,OL,120.09,11529.9,Unknown,Synthetic,Cloudy,0
34259-16,34259,16,OL,52.45,11582.35,Outdoor,Natural,Clear,0
34259-17,34259,17,OL,112.01,11694.36,Unknown,Synthetic,Cloudy,0
34259-18,34259,18,OL,114.43,11808.79,Outdoor,Natural,Cloudy,0
34259-19,34259,19,OL,400.36,12209.15,Unknown,Synthetic,Rain,0
34259-2,34259,2,OL,23.28,53.39,Outdoor,Natural,Clear,0
34259-20,34259,20,OL,1733.46,13942.61,Indoor,Synthetic,Cloudy,0
34259-21,34259,21,OL,58.190000000000005,14000.8,Unknown,Synthetic,Cloudy,0
34259-3,34259,3,OL,378.55,431.94,Unknown,Synthetic,Clear,0
